"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 20 18:17:18 GMT 2024","Tue Feb 20 18:17:18 GMT 2024","168","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithMaxIdLength","Create project with maximum ID length",""
"failed","Tue Feb 20 18:17:38 GMT 2024","Tue Feb 20 18:17:43 GMT 2024","5007","UI Suite","UI Test","com.example.teamcity.ui.CreateBuildConfigTest","com.example.teamcity.ui.CreateBuildConfigTest","authorizedUserShouldSeeErrorForInvalidProjectURL","User should see error for invalid project URL",""
"failed","Tue Feb 20 18:17:15 GMT 2024","Tue Feb 20 18:17:15 GMT 2024","197","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithAlreadyExistingId","Create project with already existing ID",""
"broken","Tue Feb 20 18:17:26 GMT 2024","Tue Feb 20 18:17:37 GMT 2024","10254","UI Suite","UI Test","com.example.teamcity.ui.CreateBuildConfigTest","com.example.teamcity.ui.CreateBuildConfigTest","authorizedUserShouldBeAbleCreateBuildConfig","User should be able to create build type",""
"passed","Tue Feb 20 18:17:09 GMT 2024","Tue Feb 20 18:17:12 GMT 2024","3074","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationTest","Build configuration test",""
"passed","Tue Feb 20 18:17:22 GMT 2024","Tue Feb 20 18:17:22 GMT 2024","132","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithValidData","Create project with valid data",""
"passed","Tue Feb 20 18:17:24 GMT 2024","Tue Feb 20 18:17:24 GMT 2024","143","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToHisProjectTest","Project admin should have rights to create build config to his project test",""
"failed","Tue Feb 20 18:17:19 GMT 2024","Tue Feb 20 18:17:19 GMT 2024","54","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithNameWhatAlreadyExist","Create project with name that already exists",""
"passed","Tue Feb 20 18:14:48 GMT 2024","Tue Feb 20 18:15:29 GMT 2024","41408","Surefire suite","Surefire test","com.example.teamcity.ui.SetupFirstStartTest","com.example.teamcity.ui.SetupFirstStartTest","setupTeamCityAgentTestUI","setupTeamCityAgentTestUI",""
"passed","Tue Feb 20 18:17:16 GMT 2024","Tue Feb 20 18:17:16 GMT 2024","119","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithEmptyName","Create project with empty name",""
"passed","Tue Feb 20 18:17:16 GMT 2024","Tue Feb 20 18:17:16 GMT 2024","177","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithEmptyId","Create project with empty ID",""
"failed","Tue Feb 20 18:17:19 GMT 2024","Tue Feb 20 18:17:19 GMT 2024","83","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithMinIdLength","Create project with minimum ID length",""
"passed","Tue Feb 20 18:17:25 GMT 2024","Tue Feb 20 18:17:25 GMT 2024","78","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","systemAdminShouldHaveRightsToCreateProjectTest","System admin should have rights to create project test",""
"passed","Tue Feb 20 18:17:23 GMT 2024","Tue Feb 20 18:17:23 GMT 2024","69","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithoutParentProjectId","Create project without parent project ID",""
"passed","Tue Feb 20 18:17:17 GMT 2024","Tue Feb 20 18:17:17 GMT 2024","103","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithIdProjectsStartWithNumber","Create project with ID starting with a number",""
"passed","Tue Feb 20 18:17:21 GMT 2024","Tue Feb 20 18:17:21 GMT 2024","141","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithSpecialSymbolsAndNumbersInID","Create project with special symbols and numbers in ID",""
"passed","Tue Feb 20 18:17:21 GMT 2024","Tue Feb 20 18:17:22 GMT 2024","123","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithSpecialSymbolsAndNumbersInName","Create project with special symbols and numbers in name",""
"passed","Tue Feb 20 18:17:18 GMT 2024","Tue Feb 20 18:17:18 GMT 2024","75","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithIdWithInvalidCharacters","Create project with ID with invalid characters",""
