"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 23 12:25:03 GMT 2024","Fri Feb 23 12:25:04 GMT 2024","942","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectInRootDirectoryAndCheckIt","Create project in root directory and check it",""
"passed","Fri Feb 23 12:25:47 GMT 2024","Fri Feb 23 12:25:50 GMT 2024","2958","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserShouldSeeErrorForInvalidProjectURL","Authorized user should see error for invalid project URL",""
"unknown","Fri Feb 23 12:24:54 GMT 2024","Fri Feb 23 12:24:54 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithMinIdLength","Create project with minimum ID length",""
"failed","Fri Feb 23 12:25:17 GMT 2024","Fri Feb 23 12:25:33 GMT 2024","15323","UI Suite","UI Test","com.example.teamcity.ui.CreateBuildConfigTest","com.example.teamcity.ui.CreateBuildConfigTest","authorizedUserShouldBeAbleCreateBuildConfig","User should be able to create build type",""
"passed","Fri Feb 23 12:24:55 GMT 2024","Fri Feb 23 12:25:00 GMT 2024","5178","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationTest","Build configuration test",""
"passed","Fri Feb 23 12:25:13 GMT 2024","Fri Feb 23 12:25:13 GMT 2024","184","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToHisProjectTest","Project admin should have rights to create build config to his project test",""
"failed","Fri Feb 23 12:25:40 GMT 2024","Fri Feb 23 12:25:46 GMT 2024","6725","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleCreateNewProject","Autorized user should be able create new project",""
"passed","Fri Feb 23 12:25:05 GMT 2024","Fri Feb 23 12:25:05 GMT 2024","232","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithEmptyId","Create project with empty ID",""
"passed","Fri Feb 23 12:25:08 GMT 2024","Fri Feb 23 12:25:08 GMT 2024","158","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithMaxIdLength","Create project with maximum ID length",""
"unknown","Fri Feb 23 12:24:53 GMT 2024","Fri Feb 23 12:24:53 GMT 2024","2","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithAlreadyExistingId","Create project with already existing ID",""
"failed","Fri Feb 23 12:25:33 GMT 2024","Fri Feb 23 12:25:39 GMT 2024","5651","UI Suite","UI Test","com.example.teamcity.ui.CreateBuildConfigTest","com.example.teamcity.ui.CreateBuildConfigTest","authorizedUserShouldSeeErrorForInvalidProjectURL","User should see error for invalid project URL",""
"passed","Fri Feb 23 12:25:07 GMT 2024","Fri Feb 23 12:25:08 GMT 2024","143","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithIdWithInvalidCharacters","Create project with ID with invalid characters",""
"passed","Fri Feb 23 12:25:09 GMT 2024","Fri Feb 23 12:25:09 GMT 2024","204","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithReallyLongOfName","Create project with really long name",""
"passed","Fri Feb 23 12:22:42 GMT 2024","Fri Feb 23 12:23:43 GMT 2024","60699","Surefire suite","Surefire test","com.example.teamcity.ui.SetupFirstStartTest","com.example.teamcity.ui.SetupFirstStartTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Fri Feb 23 12:25:15 GMT 2024","Fri Feb 23 12:25:15 GMT 2024","95","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","systemAdminShouldHaveRightsToCreateProjectTest","System admin should have rights to create project test",""
"passed","Fri Feb 23 12:25:11 GMT 2024","Fri Feb 23 12:25:11 GMT 2024","141","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithSpecialSymbolsAndNumbersInName","Create project with special symbols and numbers in name",""
"passed","Fri Feb 23 12:23:58 GMT 2024","Fri Feb 23 12:24:40 GMT 2024","42246","Surefire suite","Surefire test","com.example.teamcity.ui.SetupFirstStartTest","com.example.teamcity.ui.SetupFirstStartTest","setupTeamCityAgentTestUI","setupTeamCityAgentTestUI",""
