"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 20 18:41:36 GMT 2024","Tue Feb 20 18:42:19 GMT 2024","43462","Surefire suite","Surefire test","com.example.teamcity.ui.SetupFirstStartTest","com.example.teamcity.ui.SetupFirstStartTest","setupTeamCityAgentTestUI","setupTeamCityAgentTestUI",""
"passed","Tue Feb 20 18:43:58 GMT 2024","Tue Feb 20 18:43:59 GMT 2024","209","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToHisProjectTest","Project admin should have rights to create build config to his project test",""
"unknown","Tue Feb 20 18:43:46 GMT 2024","Tue Feb 20 18:43:46 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithAlreadyExistingId","Create project with already existing ID",""
"passed","Tue Feb 20 18:43:55 GMT 2024","Tue Feb 20 18:43:56 GMT 2024","119","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithReallyLongOfName","Create project with really long name",""
"passed","Tue Feb 20 18:43:55 GMT 2024","Tue Feb 20 18:43:55 GMT 2024","94","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithMaxIdLength","Create project with maximum ID length",""
"passed","Tue Feb 20 18:43:54 GMT 2024","Tue Feb 20 18:43:55 GMT 2024","96","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithIdWithInvalidCharacters","Create project with ID with invalid characters",""
"broken","Tue Feb 20 18:44:17 GMT 2024","Tue Feb 20 18:44:23 GMT 2024","5987","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleCreateNewProject","Autorized user should be able create new project",""
"passed","Tue Feb 20 18:43:54 GMT 2024","Tue Feb 20 18:43:54 GMT 2024","115","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithIdProjectsStartWithNumber","Create project with ID starting with a number",""
"passed","Tue Feb 20 18:43:57 GMT 2024","Tue Feb 20 18:43:57 GMT 2024","110","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithSpecialSymbolsAndNumbersInName","Create project with special symbols and numbers in name",""
"passed","Tue Feb 20 18:43:53 GMT 2024","Tue Feb 20 18:43:53 GMT 2024","140","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithEmptyName","Create project with empty name",""
"unknown","Tue Feb 20 18:43:46 GMT 2024","Tue Feb 20 18:43:46 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithMinIdLength","Create project with minimum ID length",""
"passed","Tue Feb 20 18:40:18 GMT 2024","Tue Feb 20 18:41:20 GMT 2024","61707","Surefire suite","Surefire test","com.example.teamcity.ui.SetupFirstStartTest","com.example.teamcity.ui.SetupFirstStartTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Tue Feb 20 18:43:56 GMT 2024","Tue Feb 20 18:43:56 GMT 2024","79","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithSpecialSymbolsAndNumbersInID","Create project with special symbols and numbers in ID",""
"unknown","Tue Feb 20 18:43:46 GMT 2024","Tue Feb 20 18:43:46 GMT 2024","2","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithNameWhatAlreadyExist","Create project with name that already exists",""
